,ID,Longitude,Latitude,LL,Speed,Altitude,H_accuracy,V_accuracy,Timestamp
148387,33,-73.547435,45.547262,"(-73.547435, 45.547262)",1.71,16.329102,5.0,3.0,2017-09-20 00:13:54UTC
148421,33,-73.547564,45.547048,"(-73.547564, 45.547048)",1.44,15.834961,5.0,3.0,2017-09-20 00:14:10UTC
148455,33,-73.547712,45.546846,"(-73.547712, 45.546846)",1.63,15.392059,5.0,3.0,2017-09-20 00:14:27UTC
148492,33,-73.547888,45.546643,"(-73.547888, 45.546643)",1.66,16.226257,5.0,3.0,2017-09-20 00:14:45UTC
148540,33,-73.548172,45.546519,"(-73.548172, 45.546519)",1.51,17.056972,5.0,3.0,2017-09-20 00:15:08UTC
148578,33,-73.54823,45.546292,"(-73.54823, 45.546292)",1.65,16.941636,5.0,3.0,2017-09-20 00:15:27UTC
148612,33,-73.548398,45.546093,"(-73.548398, 45.546093)",1.23,18.247592,5.0,3.0,2017-09-20 00:15:46UTC
148644,33,-73.548518,45.545879,"(-73.548518, 45.545879)",1.3,18.686602,5.0,3.0,2017-09-20 00:16:03UTC
148677,33,-73.548577,45.545656,"(-73.548577, 45.545656)",1.29,18.990167,5.0,3.0,2017-09-20 00:16:18UTC
148708,33,-73.548708,45.545441,"(-73.548708, 45.545441)",1.59,19.016913,5.0,3.0,2017-09-20 00:16:37UTC
148748,33,-73.549001,45.545343,"(-73.549001, 45.545343)",1.28,18.825362,5.0,3.0,2017-09-20 00:16:58UTC
148777,33,-73.549302,45.545432,"(-73.549302, 45.545432)",1.16,22.699994,5.0,3.0,2017-09-20 00:17:16UTC
148805,33,-73.549583,45.54555,"(-73.549583, 45.54555)",0.95,24.081331,5.0,3.0,2017-09-20 00:17:36UTC
148838,33,-73.549857,45.545674,"(-73.549857, 45.545674)",1.12,23.990958,5.0,3.0,2017-09-20 00:17:54UTC
148876,33,-73.550164,45.545769,"(-73.550164, 45.545769)",1.25,24.253382,5.0,3.0,2017-09-20 00:18:13UTC
148907,33,-73.550432,45.545893,"(-73.550432, 45.545893)",1.25,24.988113,10.0,3.0,2017-09-20 00:18:32UTC
148939,33,-73.550751,45.545941,"(-73.550751, 45.545941)",1.53,25.954348,10.0,3.0,2017-09-20 00:18:52UTC
148973,33,-73.551039,45.546042,"(-73.551039, 45.546042)",1.3,26.884942,10.0,3.0,2017-09-20 00:19:10UTC
149012,33,-73.55135,45.546135,"(-73.55135, 45.546135)",1.49,27.738516,10.0,3.0,2017-09-20 00:19:30UTC
149067,33,-73.551676,45.54614,"(-73.551676, 45.54614)",0.22,28.394271,10.0,4.0,2017-09-20 00:20:01UTC
149123,33,-73.551969,45.546049,"(-73.551969, 45.546049)",1.62,28.716299,10.0,3.0,2017-09-20 00:20:29UTC
149158,33,-73.55212,45.545844,"(-73.55212, 45.545844)",2.8,28.907638,10.0,3.0,2017-09-20 00:20:45UTC
645026,53,-73.6556513,45.5638084,"(-73.6556513, 45.5638084)",0.0,,21.3099994659424,0.0,2017-09-22 21:34:59UTC
645132,53,-73.6558361,45.5642517,"(-73.6558361, 45.5642517)",0.0,,31.6459999084473,0.0,2017-09-22 21:35:17UTC
645204,53,-73.6556989,45.5643073,"(-73.6556989, 45.5643073)",0.0,,19.443000793457,0.0,2017-09-22 21:35:30UTC
645297,53,-73.6553213,45.5644601,"(-73.6553213, 45.5644601)",0.0,,19.6550006866455,0.0,2017-09-22 21:35:47UTC
645583,53,-73.6550045,45.5650002,"(-73.6550045, 45.5650002)",0.0,,19.5650005340576,0.0,2017-09-22 21:36:35UTC
645793,53,-73.6548625,45.5654429,"(-73.6548625, 45.5654429)",0.0,,20.6690006256104,0.0,2017-09-22 21:37:10UTC
646003,53,-73.6545862,45.5658471,"(-73.6545862, 45.5658471)",0.0,,19.4389991760254,0.0,2017-09-22 21:37:43UTC
646429,53,-73.65428501,45.5668200289,"(-73.65428501, 45.5668200289)",0.8817987442,,16.0,0.0,2017-09-22 21:38:51UTC
646530,53,-73.6536216,45.566822,"(-73.6536216, 45.566822)",0.0,,23.4759998321533,0.0,2017-09-22 21:39:07UTC
646612,53,-73.654014403,45.566978677,"(-73.654014403, 45.566978677)",1.4761915207,,4.0,0.0,2017-09-22 21:39:20UTC
646733,53,-73.6538805434,45.5672418371,"(-73.6538805434, 45.5672418371)",1.5222896338,,3.0,0.0,2017-09-22 21:39:39UTC
646865,53,-73.6537197539,45.5674965626,"(-73.6537197539, 45.5674965626)",1.2740426064,,3.0,0.0,2017-09-22 21:40:02UTC
647005,53,-73.6535364158,45.567736867,"(-73.6535364158, 45.567736867)",1.2112537622,,3.0,0.0,2017-09-22 21:40:26UTC
647310,53,-73.653509663,45.5680093559,"(-73.653509663, 45.5680093559)",1.1942133904,,2.0,0.0,2017-09-22 21:41:16UTC
648112,53,-73.6538765,45.5668783,"(-73.6538765, 45.5668783)",0.0,,23.4570007324219,0.0,2017-09-22 21:43:26UTC
648213,53,-73.6525574,45.5660037,"(-73.6525574, 45.5660037)",0.0,,19.3850002288818,0.0,2017-09-22 21:43:43UTC
648452,53,-73.6507199,45.5665479,"(-73.6507199, 45.5665479)",0.0,,27.6100006103516,0.0,2017-09-22 21:44:21UTC
648687,53,-73.6490868867,45.5688505042,"(-73.6490868867, 45.5688505042)",9.2869920731,,24.0,0.0,2017-09-22 21:44:59UTC
648899,53,-73.647805,45.570132,"(-73.647805, 45.570132)",0.0,,23.431999206543,0.0,2017-09-22 21:45:33UTC
649133,53,-73.6453965,45.5726741,"(-73.6453965, 45.5726741)",0.0,,29.2789993286133,0.0,2017-09-22 21:46:13UTC
649242,53,-73.6462091,45.5734084,"(-73.6462091, 45.5734084)",0.0,,22.6830005645752,0.0,2017-09-22 21:46:31UTC
649352,53,-73.6478393,45.5738651,"(-73.6478393, 45.5738651)",0.0,,27.0090007781982,0.0,2017-09-22 21:46:49UTC
649717,53,-73.648408523,45.5740673141,"(-73.648408523, 45.5740673141)",1.935659647,,24.0,0.0,2017-09-22 21:47:47UTC
533529,81,-73.608482,45.540839,"(-73.608482, 45.540839)",0.93,54.288971,10.0,3.0,2017-09-22 12:22:56UTC
54626,132,-73.5629272,45.5092475,"(-73.5629272, 45.5092475)",0.0,,50.0,0.0,2017-09-19 12:24:39UTC
54890,132,-73.563034,45.5093106,"(-73.563034, 45.5093106)",0.0,,19.3770008087158,0.0,2017-09-19 12:25:39UTC
323659,145,-73.5649583,45.5088665,"(-73.5649583, 45.5088665)",0.0,,20.3479995727539,0.0,2017-09-21 01:58:14UTC
324145,145,-73.56485154,45.50918968,"(-73.56485154, 45.50918968)",1.8700000048,,43.0,0.0,2017-09-21 02:03:57UTC
324164,145,-73.5654229,45.5090107,"(-73.5654229, 45.5090107)",0.0,,22.2549991607666,0.0,2017-09-21 02:04:10UTC
324227,145,-73.5658572,45.5093394,"(-73.5658572, 45.5093394)",0.0,,21.117000579834,0.0,2017-09-21 02:04:42UTC
324318,145,-73.5661912,45.5094831,"(-73.5661912, 45.5094831)",0.0,,20.17799949646,0.0,2017-09-21 02:05:38UTC
324371,145,-73.5668695,45.5097533,"(-73.5668695, 45.5097533)",0.0,,22.2150001525879,0.0,2017-09-21 02:06:12UTC
324389,145,-73.5672313,45.50988608,"(-73.5672313, 45.50988608)",1.7000000477,,12.0,0.0,2017-09-21 02:06:25UTC
324431,145,-73.56757661,45.50973474,"(-73.56757661, 45.50973474)",2.6400001049,,8.0,0.0,2017-09-21 02:06:58UTC
324446,145,-73.56773278,45.50948208,"(-73.56773278, 45.50948208)",2.2100000381,,9.0,0.0,2017-09-21 02:07:08UTC
324463,145,-73.5679044,45.50921555,"(-73.5679044, 45.50921555)",1.4199999571,,10.0,0.0,2017-09-21 02:07:21UTC
324475,145,-73.56828616,45.50911376,"(-73.56828616, 45.50911376)",1.3799999952,,11.0,0.0,2017-09-21 02:07:32UTC
324622,145,-73.56863834,45.50898584,"(-73.56863834, 45.50898584)",4.0900001526,,13.0,0.0,2017-09-21 02:09:52UTC
324634,145,-73.56843438,45.5087358,"(-73.56843438, 45.5087358)",4.5100002289,,15.0,0.0,2017-09-21 02:10:03UTC
324666,145,-73.5686732,45.50848622,"(-73.5686732, 45.50848622)",4.4499998093,,10.0,0.0,2017-09-21 02:10:35UTC
324687,145,-73.56909197,45.50854126,"(-73.56909197, 45.50854126)",3.5099999905,,13.0,0.0,2017-09-21 02:10:54UTC
324694,145,-73.56998352,45.50908521,"(-73.56998352, 45.50908521)",9.2600002289,,12.0,0.0,2017-09-21 02:11:04UTC
324706,145,-73.57043527,45.50919193,"(-73.57043527, 45.50919193)",0.5699999928,,12.0,0.0,2017-09-21 02:11:15UTC
324733,145,-73.57083059,45.5091051,"(-73.57083059, 45.5091051)",5.6300001144,,10.0,0.0,2017-09-21 02:11:43UTC
324744,145,-73.57104991,45.50876909,"(-73.57104991, 45.50876909)",1.4299999475,,12.0,0.0,2017-09-21 02:11:54UTC
324776,145,-73.57129131,45.5085495,"(-73.57129131, 45.5085495)",2.3499999046,,12.0,0.0,2017-09-21 02:12:26UTC
324784,145,-73.57166801,45.50848356,"(-73.57166801, 45.50848356)",2.8299999237,,14.0,0.0,2017-09-21 02:12:37UTC
324799,145,-73.57243493,45.50892224,"(-73.57243493, 45.50892224)",7.3499999046,,12.0,0.0,2017-09-21 02:12:47UTC
324811,145,-73.57321226,45.50934794,"(-73.57321226, 45.50934794)",6.8899998665,,11.0,0.0,2017-09-21 02:12:57UTC
324860,145,-73.57352507,45.50952142,"(-73.57352507, 45.50952142)",5.6599998474,,12.0,0.0,2017-09-21 02:13:41UTC
324872,145,-73.57472335,45.51013939,"(-73.57472335, 45.51013939)",8.3800001144,,13.0,0.0,2017-09-21 02:13:51UTC
324886,145,-73.57548411,45.51038164,"(-73.57548411, 45.51038164)",2.7999999523,,13.0,0.0,2017-09-21 02:14:02UTC
324927,145,-73.57572636,45.51061865,"(-73.57572636, 45.51061865)",5.5399999619,,16.0,0.0,2017-09-21 02:14:34UTC
324941,145,-73.57661199,45.51080781,"(-73.57661199, 45.51080781)",5.7600002289,,39.0,0.0,2017-09-21 02:14:45UTC
324943,145,-73.5768653,45.5108675,"(-73.5768653, 45.5108675)",0.0,,28.0380001068115,0.0,2017-09-21 02:14:46UTC
324961,145,-73.57705851,45.51123641,"(-73.57705851, 45.51123641)",3.9800000191,,15.0,0.0,2017-09-21 02:14:57UTC
324977,145,-73.57761952,45.51163917,"(-73.57761952, 45.51163917)",3.7799999714,,17.0,0.0,2017-09-21 02:15:08UTC
325309,145,-73.5913999,45.5177345,"(-73.5913999, 45.5177345)",0.0,,24.0020008087158,0.0,2017-09-21 02:19:55UTC
325326,145,-73.5920773,45.5177396,"(-73.5920773, 45.5177396)",0.0,,25.5279998779297,0.0,2017-09-21 02:20:10UTC
325386,145,-73.593896,45.518584,"(-73.593896, 45.518584)",0.0,,27.3889999389648,0.0,2017-09-21 02:21:03UTC
325495,145,-73.59535711,45.51969681,"(-73.59535711, 45.51969681)",3.4900000095,,23.0,0.0,2017-09-21 02:22:40UTC
325508,145,-73.5961426,45.5198127,"(-73.5961426, 45.5198127)",0.0,,22.7110004425049,0.0,2017-09-21 02:22:49UTC
325520,145,-73.59726895,45.52012579,"(-73.59726895, 45.52012579)",10.0799999237,,10.0,0.0,2017-09-21 02:23:00UTC
325563,145,-73.5973898,45.52045,"(-73.5973898, 45.52045)",0.0,,19.7929992675781,0.0,2017-09-21 02:23:32UTC
325710,145,-73.6038028,45.5231141,"(-73.6038028, 45.5231141)",0.0,,34.2220001220703,0.0,2017-09-21 02:25:27UTC
325731,145,-73.6053167,45.5233651,"(-73.6053167, 45.5233651)",0.0,,30.7950000762939,0.0,2017-09-21 02:25:44UTC
325737,145,-73.60533218,45.52375373,"(-73.60533218, 45.52375373)",2.0299999714,,30.0,0.0,2017-09-21 02:25:50UTC
325765,145,-73.60579091,45.52372731,"(-73.60579091, 45.52372731)",6.6599998474,,18.0,0.0,2017-09-21 02:26:19UTC
325781,145,-73.60702962,45.52440389,"(-73.60702962, 45.52440389)",12.8400001526,,16.0,0.0,2017-09-21 02:26:29UTC
325798,145,-73.60862169,45.52524634,"(-73.60862169, 45.52524634)",9.1400003433,,30.0,0.0,2017-09-21 02:26:43UTC
325807,145,-73.6095803,45.52549054,"(-73.6095803, 45.52549054)",5.1999998093,,14.0,0.0,2017-09-21 02:26:54UTC
325836,145,-73.60989895,45.52567765,"(-73.60989895, 45.52567765)",5.0399999619,,12.0,0.0,2017-09-21 02:27:20UTC
325848,145,-73.61143112,45.52635077,"(-73.61143112, 45.52635077)",10.3100004196,,16.0,0.0,2017-09-21 02:27:31UTC
325863,145,-73.6123169,45.52671475,"(-73.6123169, 45.52671475)",2.75,,12.0,0.0,2017-09-21 02:27:42UTC
325902,145,-73.61272622,45.52681487,"(-73.61272622, 45.52681487)",5.9600000381,,10.0,0.0,2017-09-21 02:28:16UTC
325911,145,-73.61350787,45.52728391,"(-73.61350787, 45.52728391)",6.7100000381,,12.0,0.0,2017-09-21 02:28:26UTC
325939,145,-73.61381564,45.52744782,"(-73.61381564, 45.52744782)",6.4099998474,,4.0,0.0,2017-09-21 02:28:48UTC
325953,145,-73.61500035,45.5279269,"(-73.61500035, 45.5279269)",9.9300003052,,6.0,0.0,2017-09-21 02:28:59UTC
325968,145,-73.61629135,45.52851843,"(-73.61629135, 45.52851843)",11.3599996567,,8.0,0.0,2017-09-21 02:29:10UTC
325984,145,-73.61761927,45.52907217,"(-73.61761927, 45.52907217)",11.6999998093,,18.0,0.0,2017-09-21 02:29:21UTC
326020,145,-73.61806574,45.52928633,"(-73.61806574, 45.52928633)",7.1900000572,,10.0,0.0,2017-09-21 02:29:55UTC
326032,145,-73.61952992,45.52966643,"(-73.61952992, 45.52966643)",12.3199996948,,11.0,0.0,2017-09-21 02:30:06UTC
326044,145,-73.62112082,45.52999378,"(-73.62112082, 45.52999378)",10.4799995422,,12.0,0.0,2017-09-21 02:30:17UTC
326062,145,-73.62198798,45.53014738,"(-73.62198798, 45.53014738)",6.3299999237,,11.0,0.0,2017-09-21 02:30:28UTC
326074,145,-73.62264407,45.52993759,"(-73.62264407, 45.52993759)",6.0399999619,,9.0,0.0,2017-09-21 02:30:39UTC
326091,145,-73.6229731,45.52975962,"(-73.6229731, 45.52975962)",4.8000001907,,9.0,0.0,2017-09-21 02:30:53UTC
326100,145,-73.62406666,45.53006905,"(-73.62406666, 45.53006905)",6.25,,10.0,0.0,2017-09-21 02:31:05UTC
326193,145,-73.6245012,45.5301841,"(-73.6245012, 45.5301841)",0.0,,24.5149993896484,0.0,2017-09-21 02:32:55UTC
326252,145,-73.6250624,45.5303422,"(-73.6250624, 45.5303422)",0.0,,25.6110000610352,0.0,2017-09-21 02:34:13UTC
326260,145,-73.6251675,45.5293177,"(-73.6251675, 45.5293177)",0.0,,19.3600006103516,0.0,2017-09-21 02:34:29UTC
690788,176,-73.5097407244,45.6556621921,"(-73.5097407244, 45.6556621921)",7.6486477852,,8.0,0.0,2017-09-23 01:00:56UTC
690817,176,-73.5093599278,45.6566815689,"(-73.5093599278, 45.6566815689)",11.0777387619,,6.0,0.0,2017-09-23 01:01:07UTC
690840,176,-73.5090162046,45.6576677782,"(-73.5090162046, 45.6576677782)",9.2307004929,,4.0,0.0,2017-09-23 01:01:18UTC
690869,176,-73.5088569295,45.6581637251,"(-73.5088569295, 45.6581637251)",0.0,,6.0,0.0,2017-09-23 01:01:29UTC
690922,176,-73.5087461235,45.6584440804,"(-73.5087461235, 45.6584440804)",7.8360667229,,4.0,0.0,2017-09-23 01:01:50UTC
690947,176,-73.5083519031,45.6595640266,"(-73.5083519031, 45.6595640266)",12.9500875473,,4.0,0.0,2017-09-23 01:02:01UTC
690982,176,-73.5079495754,45.6607473721,"(-73.5079495754, 45.6607473721)",12.2964553833,,4.0,0.0,2017-09-23 01:02:12UTC
691012,176,-73.5075098667,45.6620268507,"(-73.5075098667, 45.6620268507)",13.2478618622,,4.0,0.0,2017-09-23 01:02:23UTC
691040,176,-73.5071672768,45.6630403385,"(-73.5071672768, 45.6630403385)",8.1852254868,,4.0,0.0,2017-09-23 01:02:34UTC
691064,176,-73.506897319,45.6638278496,"(-73.506897319, 45.6638278496)",9.9716749191,,4.0,0.0,2017-09-23 01:02:45UTC
691090,176,-73.5064585287,45.6649883169,"(-73.5064585287, 45.6649883169)",13.330871582,,6.0,0.0,2017-09-23 01:02:56UTC
691118,176,-73.5058170031,45.6663761968,"(-73.5058170031, 45.6663761968)",14.7966947556,,4.0,0.0,2017-09-23 01:03:07UTC
691148,176,-73.5053300588,45.6678013941,"(-73.5053300588, 45.6678013941)",14.8123779297,,4.0,0.0,2017-09-23 01:03:18UTC
691174,176,-73.5049291974,45.6692098018,"(-73.5049291974, 45.6692098018)",15.6409320831,,4.0,0.0,2017-09-23 01:03:29UTC
691201,176,-73.5045455767,45.670638655,"(-73.5045455767, 45.670638655)",13.5234518051,,4.0,0.0,2017-09-23 01:03:40UTC
691230,176,-73.5042005466,45.6716842102,"(-73.5042005466, 45.6716842102)",7.8048009872,,4.0,0.0,2017-09-23 01:03:51UTC
691256,176,-73.5038944995,45.6725789844,"(-73.5038944995, 45.6725789844)",12.3342456818,,4.0,0.0,2017-09-23 01:04:02UTC
691292,176,-73.5034249209,45.6740184159,"(-73.5034249209, 45.6740184159)",15.610906601,,4.0,0.0,2017-09-23 01:04:13UTC
691316,176,-73.5028994568,45.6756175274,"(-73.5028994568, 45.6756175274)",16.8241081238,,4.0,0.0,2017-09-23 01:04:24UTC
691354,176,-73.5019567,45.6774405,"(-73.5019567, 45.6774405)",0.0,,23.9309997558594,0.0,2017-09-23 01:04:37UTC
691458,176,-73.5004103017,45.6826213284,"(-73.5004103017, 45.6826213284)",14.4164018631,,16.0,0.0,2017-09-23 01:05:19UTC
691482,176,-73.4999113541,45.6840601149,"(-73.4999113541, 45.6840601149)",15.0674819946,,16.0,0.0,2017-09-23 01:05:30UTC
691508,176,-73.4994077638,45.6854828287,"(-73.4994077638, 45.6854828287)",15.1619377136,,16.0,0.0,2017-09-23 01:05:41UTC
691536,176,-73.4988790318,45.686990704,"(-73.4988790318, 45.686990704)",16.4080810547,,16.0,0.0,2017-09-23 01:05:52UTC
691567,176,-73.4985260804,45.6880308533,"(-73.4985260804, 45.6880308533)",0.0,,16.0,0.0,2017-09-23 01:06:03UTC
691608,176,-73.4984209334,45.6882981992,"(-73.4984209334, 45.6882981992)",9.9222431183,,16.0,0.0,2017-09-23 01:06:24UTC
691633,176,-73.4978756509,45.6897718296,"(-73.4978756509, 45.6897718296)",15.2008037567,,16.0,0.0,2017-09-23 01:06:35UTC
691659,176,-73.4977129826,45.6901977661,"(-73.4977129826, 45.6901977661)",0.0,,16.0,0.0,2017-09-23 01:06:46UTC
691721,176,-73.4975883335,45.6905415998,"(-73.4975883335, 45.6905415998)",10.2393388748,,16.0,0.0,2017-09-23 01:07:14UTC
691748,176,-73.4970231087,45.692124437,"(-73.4970231087, 45.692124437)",18.4436626434,,16.0,0.0,2017-09-23 01:07:25UTC
691781,176,-73.4963608111,45.6937118522,"(-73.4963608111, 45.6937118522)",14.4760351181,,6.0,0.0,2017-09-23 01:07:36UTC
691811,176,-73.4954827901,45.6938936046,"(-73.4954827901, 45.6938936046)",10.3219900131,,6.0,0.0,2017-09-23 01:07:47UTC
691834,176,-73.494441058,45.6936984721,"(-73.494441058, 45.6936984721)",6.2704949379,,8.0,0.0,2017-09-23 01:07:58UTC
305794,209,-73.5332429,45.3846008,"(-73.5332429, 45.3846008)",0.0,,22.5559997558594,0.0,2017-09-20 22:56:01UTC
305828,209,-73.5326186528,45.3855236985,"(-73.5326186528, 45.3855236985)",4.5263195038,,12.0,0.0,2017-09-20 22:56:13UTC
306137,209,-73.5321486,45.3860984,"(-73.5321486, 45.3860984)",0.0,,25.806999206543,0.0,2017-09-20 22:58:08UTC
256834,213,-73.46070072,45.51261496,"(-73.46070072, 45.51261496)",2.5899999142,,13.0,0.0,2017-09-20 19:35:43UTC
256920,213,-73.4607283,45.5130142,"(-73.4607283, 45.5130142)",0.0,,22.2719993591309,0.0,2017-09-20 19:36:27UTC
257135,213,-73.46082789,45.51274539,"(-73.46082789, 45.51274539)",0.9599999785,,14.0,0.0,2017-09-20 19:38:17UTC
257170,213,-73.4610829,45.5129912,"(-73.4610829, 45.5129912)",0.0,,26.1800003051758,0.0,2017-09-20 19:38:32UTC
257212,213,-73.4618199,45.5133181,"(-73.4618199, 45.5133181)",0.0,,21.9729995727539,0.0,2017-09-20 19:38:51UTC
257386,213,-73.46232477,45.51321328,"(-73.46232477, 45.51321328)",0.8899999857,,18.0,0.0,2017-09-20 19:40:16UTC
257442,213,-73.4625777,45.513875,"(-73.4625777, 45.513875)",0.0,,27.8500003814697,0.0,2017-09-20 19:40:39UTC
257604,213,-73.463518,45.5145442,"(-73.463518, 45.5145442)",0.0,,22.0869998931885,0.0,2017-09-20 19:41:58UTC
257635,213,-73.46389483,45.51467372,"(-73.46389483, 45.51467372)",2.9700000286,,20.0,0.0,2017-09-20 19:42:14UTC
257696,213,-73.46503427,45.51495768,"(-73.46503427, 45.51495768)",2.8699998856,,13.0,0.0,2017-09-20 19:42:43UTC
257735,213,-73.465513,45.51522103,"(-73.465513, 45.51522103)",2.0199999809,,6.0,0.0,2017-09-20 19:42:59UTC
257764,213,-73.46579035,45.51542354,"(-73.46579035, 45.51542354)",2.2100000381,,3.0,0.0,2017-09-20 19:43:12UTC
257838,213,-73.46611437,45.51557658,"(-73.46611437, 45.51557658)",1.7699999809,,3.0,0.0,2017-09-20 19:43:44UTC
257948,213,-73.467464447,45.5158960819,"(-73.467464447, 45.5158960819)",3.8472304344,,5.0,0.0,2017-09-20 19:44:42UTC
258001,213,-73.46842839,45.51602765,"(-73.46842839, 45.51602765)",2.9300000668,,7.0,0.0,2017-09-20 19:45:07UTC
307244,267,-73.5497721,45.5276708,"(-73.5497721, 45.5276708)",0.0,,23.9939994812012,0.0,2017-09-20 23:07:29UTC
308188,267,-73.5497721,45.5276708,"(-73.5497721, 45.5276708)",0.0,,21.4659996032715,0.0,2017-09-20 23:14:49UTC
138861,268,-73.573558,45.475079,"(-73.573558, 45.475079)",7.0,16.294067,10.0,4.0,2017-09-19 22:51:40UTC
138885,268,-73.574199,45.475234,"(-73.574199, 45.475234)",8.7,17.306335,10.0,3.0,2017-09-19 22:51:47UTC
138908,268,-73.574914,45.475189,"(-73.574914, 45.475189)",9.93,19.17865,10.0,3.0,2017-09-19 22:51:53UTC
138927,268,-73.575199,45.474648,"(-73.575199, 45.474648)",11.89,19.31366,10.0,3.0,2017-09-19 22:51:59UTC
138943,268,-73.575496,45.473885,"(-73.575496, 45.473885)",16.139999,18.293671,10.0,3.0,2017-09-19 22:52:05UTC
138955,268,-73.575958,45.473157,"(-73.575958, 45.473157)",17.33,18.700958,10.0,3.0,2017-09-19 22:52:10UTC
138971,268,-73.576663,45.472433,"(-73.576663, 45.472433)",16.209999,19.35144,10.0,3.0,2017-09-19 22:52:16UTC
138981,268,-73.577055,45.471987,"(-73.577055, 45.471987)",12.82,18.336914,10.0,3.0,2017-09-19 22:52:20UTC
138993,268,-73.577498,45.471496,"(-73.577498, 45.471496)",12.85,18.618622,10.0,3.0,2017-09-19 22:52:25UTC
139008,268,-73.57807,45.47088,"(-73.57807, 45.47088)",14.24,18.408936,10.0,3.0,2017-09-19 22:52:31UTC
139019,268,-73.578457,45.470447,"(-73.578457, 45.470447)",13.78,19.582825,10.0,3.0,2017-09-19 22:52:35UTC
139030,268,-73.578979,45.470081,"(-73.578979, 45.470081)",14.4,20.417999,10.0,3.0,2017-09-19 22:52:39UTC
139046,268,-73.579499,45.46935,"(-73.579499, 45.46935)",14.24,19.857025,10.0,3.0,2017-09-19 22:52:45UTC
139062,268,-73.579894,45.468624,"(-73.579894, 45.468624)",15.68,20.559418,10.0,3.0,2017-09-19 22:52:51UTC
139081,268,-73.580352,45.467777,"(-73.580352, 45.467777)",17.67,20.957428,10.0,3.0,2017-09-19 22:52:57UTC
139090,268,-73.580697,45.467187,"(-73.580697, 45.467187)",17.51,21.558624,10.0,3.0,2017-09-19 22:53:01UTC
139100,268,-73.581172,45.466649,"(-73.581172, 45.466649)",17.18,22.51358,10.0,3.0,2017-09-19 22:53:05UTC
139112,268,-73.581714,45.466186,"(-73.581714, 45.466186)",16.57,23.602814,10.0,3.0,2017-09-19 22:53:09UTC
139132,268,-73.582486,45.465519,"(-73.582486, 45.465519)",15.2,25.080322,10.0,3.0,2017-09-19 22:53:15UTC
139142,268,-73.582912,45.465068,"(-73.582912, 45.465068)",14.2,26.499359,10.0,3.0,2017-09-19 22:53:19UTC
139165,268,-73.583867,45.464731,"(-73.583867, 45.464731)",14.8,27.574219,10.0,3.0,2017-09-19 22:53:25UTC
139184,268,-73.585129,45.464682,"(-73.585129, 45.464682)",17.26,32.973938,10.0,3.0,2017-09-19 22:53:31UTC
139203,268,-73.586116,45.464695,"(-73.586116, 45.464695)",18.940001,36.422882,10.0,3.0,2017-09-19 22:53:35UTC
139215,268,-73.587105,45.4647,"(-73.587105, 45.4647)",18.629999,34.918304,10.0,4.0,2017-09-19 22:53:39UTC
139233,268,-73.58803,45.464692,"(-73.58803, 45.464692)",17.59,34.430481,10.0,4.0,2017-09-19 22:53:43UTC
139247,268,-73.588883,45.464712,"(-73.588883, 45.464712)",16.17,35.286224,10.0,4.0,2017-09-19 22:53:47UTC
139272,268,-73.590128,45.464717,"(-73.590128, 45.464717)",16.75,37.985901,10.0,3.0,2017-09-19 22:53:53UTC
139284,268,-73.590969,45.464733,"(-73.590969, 45.464733)",15.71,39.318146,10.0,3.0,2017-09-19 22:53:57UTC
139307,268,-73.592129,45.464751,"(-73.592129, 45.464751)",15.03,44.370697,10.0,3.0,2017-09-19 22:54:03UTC
139324,268,-73.593327,45.46483,"(-73.593327, 45.46483)",16.559999,44.949249,10.0,4.0,2017-09-19 22:54:09UTC
139341,268,-73.594511,45.465101,"(-73.594511, 45.465101)",15.9,47.372528,10.0,4.0,2017-09-19 22:54:15UTC
139349,268,-73.595227,45.465375,"(-73.595227, 45.465375)",15.52,49.81131,10.0,4.0,2017-09-19 22:54:19UTC
139373,268,-73.596178,45.465973,"(-73.596178, 45.465973)",17.23,49.341156,10.0,4.0,2017-09-19 22:54:25UTC
139385,268,-73.596779,45.466426,"(-73.596779, 45.466426)",16.66,46.720184,10.0,3.0,2017-09-19 22:54:29UTC
139397,268,-73.597287,45.46683,"(-73.597287, 45.46683)",13.01,44.033417,10.0,3.0,2017-09-19 22:54:33UTC
139415,268,-73.598144,45.467199,"(-73.598144, 45.467199)",13.87,40.080383,10.0,4.0,2017-09-19 22:54:39UTC
139433,268,-73.598943,45.467251,"(-73.598943, 45.467251)",13.49,36.405396,10.0,4.0,2017-09-19 22:54:44UTC
139450,268,-73.599958,45.466894,"(-73.599958, 45.466894)",15.94,28.083862,10.0,3.0,2017-09-19 22:54:50UTC
139471,268,-73.601087,45.466274,"(-73.601087, 45.466274)",19.870001,25.901825,10.0,3.0,2017-09-19 22:54:56UTC
139485,268,-73.601858,45.465858,"(-73.601858, 45.465858)",18.07,25.24826,10.0,4.0,2017-09-19 22:55:00UTC
139506,268,-73.603018,45.46521,"(-73.603018, 45.46521)",19.82,25.719849,10.0,3.0,2017-09-19 22:55:06UTC
139519,268,-73.603815,45.464768,"(-73.603815, 45.464768)",19.639999,25.639587,10.0,3.0,2017-09-19 22:55:10UTC
139531,268,-73.604585,45.464322,"(-73.604585, 45.464322)",18.5,25.506989,10.0,3.0,2017-09-19 22:55:14UTC
139546,268,-73.60526,45.463929,"(-73.60526, 45.463929)",16.6,25.339264,10.0,4.0,2017-09-19 22:55:18UTC
