code,name,latitude,longitude,,
6916,Parc du Pelican (2e avenue / St-Joseph),45.544513,-73.571564,,
6346,Congres,45.54459353,-73.53779465,,
6261,Louis Hemon / Rosemont,45.54459856,-73.58822286,,
6335,du Rosaire / St-Hubert,45.54467,-73.621581,,
6267,de Bordeaux / Beaubien,45.54475,-73.5949,,
6275,Chambord / Jean-Talon,45.54484558,-73.61053616,,
6340,de la Roche / Everett,45.544867,-73.614841,,
6372,1ère avenue / Masson,45.5451997,-73.57645065,,
6384,Darling / Sherbrooke,45.5454589,-73.55666935,,
6324,de Liège / Lajeunesse,45.54560355,-73.63474041,,
6381,Omer-Lavallee / du Midway,45.54577595,-73.56217459,,
6272,Chabot / St-Zotique,45.54609382,-73.59927893,,
6410,Metro Cremazie (Cremazie / Lajeunesse),45.54640752,-73.63842845,,
6266,Louis-Hebert / Belllechasse,45.54680011,-73.58889341,,
6387,Metro Joliette  (Joliette / Hochelaga),45.54690718,-73.55155706,,
6273,Cartier / Belanger,45.546939,-73.602616,,
6371,4e avenue / Masson,45.546978,-73.575515,,
6394,Valois / Ontario,45.54716077,-73.54377329,,
6333,Leman / de Chateaubriand,45.547218,-73.631103,,
6373,7e avenue / St-Joseph,45.54722665,-73.56986985,,
6367,3e avenue / Dandurand,45.547362,-73.579221,,
6923,Marquette / Jean-Talon,45.54740778,-73.60766888,,
7006,Clark / Fleury,45.54764848,-73.6655657,,
6362,1ère avenue / Rosemont,45.547997,-73.58523,,
6733,Rousselot / Villeray,45.54885883,-73.61661136,,
6185,des Érables / Belanger,45.54912086,-73.6008735,,
6277,Elsdale / Louis-Hebert,45.54918032,-73.59385818,,
7019,Jeanne d'Arc / Ontario,45.54960453,-73.54193866,,
6361,Molson / Beaubien,45.5496859,-73.59115452,,
7043,Ernest-Gendreau / du Mont-Royal,45.54971373,-73.56384829,,
6924,de Bordeaux / Jean-Talon,45.54975479,-73.60556602,,
7004,Émile-Journault / de Chateaubriand,45.54983321,-73.64063255,,
6364,de Chambly / Rachel,45.54991069,-73.55826259,,
6700,de la Salle / Ste-Catherine,45.54992009,-73.53416428,,
6917,Basile-Routhier / Chabanel,45.54998583,-73.64796638,,
6278,Louis-Hebert / St-Zotique,45.55001,-73.59576,,
6368,10e avenue / Masson,45.55031641,-73.57335806,,
6082,6e avenue / Rosemont,45.55052513,-73.58298182,,
6388,d'Orleans / Hochelaga,45.550668,-73.549502,,
6343,Marquette / Villeray,45.55068362,-73.61529306,,
6210,Metro Sauve (Berri / Sauve),45.55069207,-73.65636706,,
6189,Chabot / Everett,45.55072306,-73.60957056,,
6918,9e avenue / Dandurand,45.550769,-73.57711,,
7008,Rousselot / Jarry,45.55076908,-73.62091094,,
6380,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),45.551584,-73.561916,,
6279,Louis-Hebert / Belanger,45.55158519,-73.59916493,,
6358,1ère  avenue /St-Zotique,45.55193736,-73.59392792,,
6737,Jacques-Casault / Christophe-Colomb,45.552123,-73.630103,,
6398,Desjardins / de Rouen,45.55223976,-73.54412735,,
6919,10e Avenue / Rosemont,45.552649,-73.581185,,
6376,16e avenue / St-Joseph,45.5529231,-73.56575198,,
7017,Bennett / Ste-Catherine,45.55302674,-73.53238195,,
6925,Louis-Hebert / Jean-Talon,45.55313943,-73.60271081,,
6397,Marche Maisonneuve,45.5531939,-73.53981435,,
6360,8e avenue / Beaubien,45.553215,-73.58752,,
6374,Laurier / 15e avenue,45.55321516,-73.56949568,,
6412,Complexe sportif Claude-Robillard (Émile-Journault),45.553262,-73.638615,,
6417,Desjardins / Hochelaga,45.55349065,-73.54829013,,
6383,Bourbonnière / du Mont-Royal,45.55357074,-73.56049418,,
6422,Fleury / Lajeunesse,45.5536,-73.6616,,
7041,15e avenue / Masson,45.55391377,-73.57141882,,
6396,Metro Pie-IX (Pierre-de-Coubertin / Pie-IX),45.55421376,-73.55155975,,
7046,15e avenue / Dandurand,45.55479651,-73.57432097,,
6345,Louis-Hemon / Villeray,45.55496126,-73.61073732,,
6703,Jardin Botanique (Pie-IX / Sherbrooke),45.55520524,-73.55582308,,
7003,St-Charles / Sauve,45.55606493,-73.65350246,,
6355,Ontario / Sicard,45.55626187,-73.5374406,,
6736,Basile-Routhier / Gouin,45.55656216,-73.67011473,,
6357,12e avenue / St-Zotique,45.556905,-73.58925,,
6370,d'Orleans / Masson,45.557192,-73.569847,,
6006,18e avenue / Rosemont,45.55789546,-73.5765291,,
6076,Ville-Marie / Ste-Catherine,45.55792115,-73.52914721,,
6033,16e avenue / Beaubien,45.55846015,-73.58342975,,
6710,de la Roche / Fleury,45.55899974,-73.65841359,,
6395,Pierre-de-Coubertin / Aird,45.55901792,-73.54848057,,
6347,Metro St-Michel (Shaughnessy / St-Michel),45.559199,-73.599658,,
6720,Ontario / Viau,45.5594818,-73.535496,,
6930,Paul Boutet / des Regrattiers,45.55984236,-73.61544728,,
6726,Hamel / Sauve,45.560742,-73.65041,,
6735,François-Perrault / L.-O.-David,45.56129966,-73.60143006,,
6704,19e avenue / St-Zotique,45.561594,-73.585643,,
7023,CHSLD St-Michel (Jarry / 8e avenue),45.56169027,-73.61051202,,
6701,de Marseille / Viau,45.5639212,-73.5489124,,
6716,Francis / Fleury,45.563947,-73.655573,,
6731,28e avenue / Rosemont,45.564353,-73.571244,,
6723,26e avenue / Beaubien,45.564944,-73.577639,,
7005,Marquette / Fleury,45.56735206,-73.65378745,,
6713,30e avenue / St-Zotique,45.56822507,-73.57943594,,
6702,Chauveau / de l'Assomption,45.569789,-73.548081,,
6730,35e avenue / Beaubien,45.570081,-73.573047,,
6722,Pierre-de-Coubertin / Louis-Veuillot,45.57278891,-73.54031324,,
6753,St-Zotique / 39e avenue,45.57354143,-73.57492275,,
7009,CHSLD Benjamin-Victor-Rousselot (Dickson / Sherbrooke),45.57379782,-73.55034471,,
6226,Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),45.575707,-73.561562,,
7075,CHSLD Éloria-Lepage (de la Pepinière / de Marseille),45.57694445,-73.54045272,,
6721,Metro Cadillac (Sherbrooke / de Cadillac),45.57713595,-73.54628921,,
7044,Hôpital Santa Cabrini (St-Zotique / Jeanne-Jugan),45.57932497,-73.57050419,,
6739,de Repentigny / Sherbrooke,45.58077,-73.544766,,
7016,Metro Langelier (Sherbrooke / Langelier),45.58275716,-73.54244292,,
